risk,zip,latitude,longitude,facility_type,dba_name,address,neighborhood
Risk 3 (Low),60612.0,41.8662550234,-87.6858819302,other,strategic human services,1211 s western ave 203,"Little Italy, UIC"
Risk 2 (Medium),60625.0,41.9757757878,-87.7158521158,grocery store,street corner market,3456 w foster ave ,North Park
Risk 1 (High),60647.0,41.9172914956,-87.7070516015,restaurant,street side cafe,3201-3203 w armitage ave ,Logan Square
Risk 3 (Low),60611.0,41.8968140392,-87.6262778234,other,streeters tavern,50 e chicago ave ,Rush & Division
Risk 1 (High),60610.0,41.8919829249,-87.6327395716,restaurant,stretch run sporting club & grille,540-544 n la salle dr ,River North
Risk 1 (High),60620.0,41.7543091673,-87.6636800754,restaurant,strickly ribiz,7650 s ashland ave ,Auburn Gresham
Risk 1 (High),60616.0,41.8534444666,-87.6333456457,restaurant,strings,2141 s archer ave ,Chinatown
Risk 1 (High),60657.0,41.9398284136,-87.6523156988,restaurant,strings ramen,919 w belmont ave ,Lake View
Risk 1 (High),60614.0,41.911805642,-87.6481497806,restaurant,strings ramen 2,1629 n halsted ,Old Town
Risk 1 (High),60659.0,41.9918811211,-87.699595806,school,stuart g. ferst school,6050 n california ave ,West Ridge
Risk 2 (Medium),60611.0,41.8901114965,-87.6221038751,restaurant,student lounge,450 n cityfront plaza dr ,Streeterville
Risk 1 (High),60707.0,41.9230104232,-87.8045364234,other,studio 69 cafe,2366-2370 n neva ave ,Montclare
Risk 2 (Medium),60654.0,41.8939169922,-87.6313311594,restaurant,studio iii,648 n clark st ,River North
Risk 2 (Medium),60620.0,41.7362179608,-87.6293104365,restaurant,studio movie grill,210 w 87th st ,Chatham
Risk 1 (High),60661.0,41.8819943382,-87.6397586849,restaurant,stuffin-it-fresh,500 w madison st ,West Loop
Risk 1 (High),60611.0,41.8931925597,-87.626172814,restaurant,su casa,49 e ontario st ,River North
Risk 1 (High),60625.0,41.9684238476,-87.7213517811,restaurant,"su nueva casa del gallo bravo, inc.",3714 w lawrence ave ,Albany Park
Risk 1 (High),60639.0,41.9241402961,-87.762000343,restaurant,su taqueria el gallo brauo #8,5422 w fullerton ave ,Belmont Cragin
Risk 1 (High),60634.0,41.9383410022,-87.77635805,other,su taqueria el gallo bravo,3156 n austin ave ,Belmont Cragin
Risk 1 (High),60639.0,41.9192244645,-87.7677343025,restaurant,su taqueria el gallo bravo #4,5650 w grand ave ,Belmont Cragin
Risk 1 (High),60613.0,41.9615229235,-87.6661158236,restaurant,"su taqueria el gallo bravo 5, inc.",1429 w montrose ave ,Lake View
Risk 1 (High),60625.0,41.9681743887,-87.7240634037,restaurant,su taqueria el gallo bravo 7,3821 w lawrence ave ,Albany Park
Risk 1 (High),60626.0,42.0125611934,-87.6747743704,restaurant,su taqueria el rey del taco,7138-7140 n clark st ,Rogers Park
Risk 1 (High),60657.0,41.9428630999,-87.6707201513,restaurant,su vans inc.,3351 n lincoln ave ,Lake View
Risk 1 (High),60626.0,42.0077845829,-87.6666365164,restaurant,sub brother,1417 1/2 w morse ave ,Rogers Park
Risk 1 (High),60619.0,41.7367727633,-87.5878032072,restaurant,sub way,1505 e 87th st ,Calumet Heights
Risk 2 (Medium),60634.0,41.9387663257,-87.8066271724,other,subking,3225 n harlem ave ,Dunning
Risk 1 (High),60647.0,41.9180483923,-87.6774846117,restaurant,sublime sushi,2009 n damen ave ,Bucktown
Risk 1 (High),60614.0,41.9227735697,-87.6448120078,restaurant,sublime sushi,2235 n lincoln ave ,Lincoln Park
Risk 1 (High),60608.0,41.8465340432,-87.6466150662,restaurant,sublime sushi,2516 s halsted st ,Bridgeport
Risk 1 (High),60632.0,41.8008808673,-87.6939352732,restaurant,submarine port inc,2759 w 51st st ,Gage Park
Risk 1 (High),60647.0,41.9103640218,-87.6780627229,restaurant,subterranean cafe & cabaret,2011 w north ave ,Wicker Park
Risk 1 (High),60619.0,41.7435467579,-87.6242521859,restaurant,subway,1 e 83rd st ,Chatham
Risk 1 (High),60620.0,41.7363738203,-87.6272315646,restaurant,subway,100 w 87th st ,Chatham
Risk 1 (High),60601.0,41.8845862672,-87.6310104459,restaurant,subway,100 w randolph st ,Loop
Risk 1 (High),60612.0,41.868783839,-87.6862446879,restaurant,subway,1014 s western ave ,"Little Italy, UIC"
Risk 1 (High),60657.0,41.9400064927,-87.6550114901,restaurant,subway,1020 w belmont ave ,Lake View
Risk 1 (High),60655.0,41.7052742997,-87.7207478879,restaurant,subway,10319 s pulaski rd ,Mount Greenwood
Risk 1 (High),60617.0,41.7074215378,-87.5595028301,restaurant,subway,10325 s torrence ave ,South Deering
Risk 1 (High),60628.0,41.7052964925,-87.6429309509,restaurant,subway,10354 s halsted st ,Washington Heights
Risk 1 (High),60628.0,41.696313684,-87.5966322439,restaurant,subway,10900 s doty ave ,Pullman
Risk 1 (High),60660.0,41.9835469945,-87.6581060882,restaurant,subway,1101 w bryn mawr ,Edgewater
Risk 1 (High),60612.0,41.8676666888,-87.7058547319,restaurant,subway,1118 s kedzie ave ,North Lawndale
Risk 1 (High),60643.0,41.6896105516,-87.6647688698,restaurant,subway,11213 s vincennes ave ,Morgan Park
Risk 1 (High),60622.0,41.9020439086,-87.6868582497,restaurant,subway,1129 n western ave ,Ukrainian Village
Risk 1 (High),60615.0,41.8019018921,-87.6219262879,restaurant,subway,115 e 51 st st ,Washington Park
Risk 1 (High),60628.0,41.6926530001,-87.6265371748,restaurant,subway,116 w 111th st ,Roseland
Risk 1 (High),60628.0,41.6830024863,-87.6419364529,restaurant,subway,11629 s halsted st ,West Pullman
Risk 1 (High),60610.0,41.9038600496,-87.6315908237,restaurant,subway,1168 n clark st ,River North
Risk 1 (High),60605.0,41.8670614529,-87.6242915566,restaurant,subway,1212 s michigan ,Near South Side
Risk 1 (High),60607.0,41.8663295354,-87.6393625873,restaurant,subway,1232 s canal st ,West Loop
Risk 1 (High),60607.0,41.8662250045,-87.6393583172,restaurant,subway,1236 s canal st ,West Loop
Risk 1 (High),60616.0,41.831165134,-87.6221090474,restaurant,subway,124 e 35th st ,Douglas
Risk 1 (High),60603.0,41.879988513,-87.630688841,restaurant,subway,125 s clark st ,Loop
Risk 1 (High),60607.0,41.8655994033,-87.6470178597,restaurant,subway,1252 s halsted st ,"Little Italy, UIC"
Risk 1 (High),60622.0,41.9051317589,-87.6676892207,restaurant,subway,1300 n ashland ave ,Wicker Park
Risk 1 (High),60605.0,41.8656758724,-87.6259435313,restaurant,subway,1300 s wabash ave ,Near South Side
Risk 1 (High),60626.0,42.012709937,-87.6640335998,restaurant,subway,1313 w touhy ave ,Rogers Park
Risk 1 (High),60653.0,41.8097819355,-87.5941380216,restaurant,subway,1322 e 47th st ,Kenwood
Risk 1 (High),60615.0,41.7996223514,-87.5917204099,restaurant,subway,1400 e 53rd st ,Hyde Park
Risk 1 (High),60608.0,41.8579805385,-87.6616100781,restaurant,subway,1406 w 18th st ,Lower West Side
Risk 1 (High),60643.0,41.721150404,-87.658966651,restaurant,subway,1431 w 95th st ,Washington Heights
Risk 1 (High),60637.0,41.7914047351,-87.5897778351,restaurant,subway,1449 e 57th st ,Hyde Park
Risk 1 (High),60601.0,41.8845309638,-87.6246020446,restaurant,subway,150 n michigan ave ,Loop
Risk 1 (High),60607.0,41.8813766539,-87.664496487,restaurant,subway,1501 w madison st ,West Loop
Risk 1 (High),60651.0,41.9081775998,-87.7462151947,restaurant,subway,1510 n cicero ave ,Austin
Risk 1 (High),60607.0,41.8813567444,-87.6654993453,restaurant,subway,1525 w madison st ,West Loop
Risk 1 (High),60610.0,41.9100256008,-87.6345280708,restaurant,subway,1529 n wells st ,Old Town
Risk 1 (High),60654.0,41.8925698982,-87.6287609496,restaurant,subway,16 w ohio st ,River North
Risk 1 (High),60636.0,41.7868497925,-87.6648014122,restaurant,subway,1608 w 59th st ,Englewood
Risk 1 (High),60612.0,41.8740819887,-87.6672227593,restaurant,subway,1611 w harrison st ,"Little Italy, UIC"
Risk 1 (High),60615.0,41.7953249179,-87.5850090057,restaurant,subway,1642 e 55th st ,Hyde Park
Risk 1 (High),60608.0,41.8667493828,-87.6684640529,restaurant,subway,1651 w roosevelt rd ,"Little Italy, UIC"
Risk 1 (High),60643.0,41.6776161285,-87.6631602569,restaurant,subway,1656 w 119th st ,Morgan Park
Risk 1 (High),60601.0,41.8850298346,-87.6264083477,restaurant,subway,166 n wabash ave ,Loop
Risk 1 (High),60602.0,41.8833171466,-87.6329165719,restaurant,subway,166 w washington st ,Loop
Risk 3 (Low),60603.0,41.8816311873,-87.6260524253,other,subway,17 s wabash ave ,Loop
Risk 3 (Low),60614.0,41.9324824735,-87.6708901345,other,subway,1700 w diversey pkwy ,Lake View
Risk 1 (High),60647.0,41.9122732164,-87.6806240106,restaurant,subway,1704 n milwaukee ave ,Wicker Park
Risk 1 (High),60614.0,41.9252123276,-87.6719254251,restaurant,subway,1730 w fullerton ave ,Lincoln Park
Risk 1 (High),60622.0,41.9179607417,-87.6727043698,restaurant,subway,1768 w armitage ave ,Bucktown
Risk 1 (High),60643.0,41.7064755737,-87.6691869874,restaurant,subway,1901 w 103rd st ,Beverly
Risk 1 (High),60647.0,41.9159307173,-87.687515578,restaurant,subway,1904 n western ave ,Logan Square
Risk 1 (High),60616.0,41.8560526962,-87.627311258,restaurant,subway,1916 s state st ,Near South Side
Risk 1 (High),60614.0,41.9249339459,-87.6765225568,restaurant,subway,1917 w fullerton ave ,Bucktown
Risk 1 (High),60617.0,41.7225657845,-87.5763445966,restaurant,subway,1936 e 95th st ,South Deering
Risk 1 (High),60640.0,41.9688868981,-87.6776252283,restaurant,subway,1938 w lawrence ave ,Lincoln Square
Risk 1 (High),60622.0,41.8960225714,-87.6769952164,restaurant,subway,1958 w chicago ave ,East Village
Risk 1 (High),60614.0,41.9184921378,-87.6486690942,restaurant,subway,2008 n halsted ,Lincoln Park
Risk 1 (High),60614.0,41.9184921378,-87.6486690942,restaurant,subway,2008 n halsted st ,Lincoln Park
Risk 1 (High),60601.0,41.8857712175,-87.6308298164,restaurant,subway,201 n clark st ,Loop
Risk 1 (High),60622.0,41.9032919701,-87.6777625219,restaurant,subway,2010 w division st ,Wicker Park
Risk 1 (High),60611.0,41.8924540145,-87.6224152166,restaurant,subway,205 e ohio st ,Streeterville
Risk 2 (Medium),60620.0,41.750749996,-87.6297922443,restaurant,subway,207 w 79th st ,Chatham
Risk 1 (High),60606.0,41.8780060626,-87.6340220322,restaurant,subway,209 w jackson blvd ,Loop
Risk 1 (High),60649.0,41.7659900011,-87.5737873367,restaurant,subway,2101 e 71st st ,South Shore
Risk 1 (High),60654.0,41.8946747409,-87.6346493307,restaurant,subway,211 w huron st ,River North
Risk 3 (Low),60606.0,41.8780031468,-87.6342985267,restaurant,subway,219 w jackson blvd ,Loop
Risk 1 (High),60647.0,41.9228425767,-87.6974874818,restaurant,subway,2300 n milwaukee ave ,Logan Square
Risk 1 (High),60612.0,41.8810776985,-87.6847707066,restaurant,subway,2319 w madison st ,United Center
Risk 1 (High),60647.0,41.9247919066,-87.6875217952,restaurant,subway,2357 w fullerton ave ,Bucktown
Risk 1 (High),60604.0,41.8785652708,-87.627835223,restaurant,subway,236 s state st ,Loop
Risk 1 (High),60628.0,41.7073736744,-87.6170303922,restaurant,subway,240 e 103rd st ,Roseland
Risk 1 (High),60614.0,41.9256853465,-87.6493084393,restaurant,subway,2412 n lincoln ave ,Sheffield & DePaul
Risk 1 (High),60614.0,41.9262134841,-87.6407065267,restaurant,subway,2421 n clark st ,Lincoln Park
Risk 1 (High),60614.0,41.9262134841,-87.6407065267,restaurant,subway,2421 n clark st fl ,Lincoln Park
Risk 1 (High),60611.0,41.8949033024,-87.6207437262,restaurant,subway,251 e huron st ,Streeterville
Risk 1 (High),60647.0,41.9103989782,-87.6902068286,restaurant,subway,2512 w north ave ,Wicker Park
Risk 1 (High),60647.0,41.9103989782,-87.6902068286,restaurant,subway,2512 w north ave oob,Wicker Park
Risk 1 (High),60647.0,41.9285241584,-87.6822846606,restaurant,subway,2579 n elston ave ,Bucktown
Risk 1 (High),60632.0,41.7938030628,-87.6936562085,restaurant,subway,2756 w 55th st ,Gage Park
Risk 1 (High),60608.0,41.8517928131,-87.6953820451,restaurant,subway,2759 w cermak rd ,Little Village
Risk 1 (High),60618.0,41.9540833177,-87.6983027701,restaurant,subway,2800 w irving park rd ,Irving Park
Risk 1 (High),60623.0,41.8405369504,-87.7047733311,restaurant,subway,2811 s kedzie ave ,Little Village
Risk 1 (High),60601.0,41.8846237846,-87.6204760444,restaurant,subway,300 e randolph st ,Loop
Risk 1 (High),60601.0,41.8868757954,-87.6246851867,restaurant,subway,300 n michigan ave ,Loop
Risk 1 (High),60657.0,41.93704235,-87.6481482922,restaurant,subway,3021 n clark st ,Lake View
Risk 1 (High),60641.0,41.9361419119,-87.7269521261,restaurant,subway,3025 n pulaski rd ,Avondale
Risk 1 (High),60624.0,41.885533551,-87.7259529068,restaurant,subway,304 n pulaski rd ,Garfield Park
Risk 1 (High),60654.0,41.8900708477,-87.6357552451,restaurant,subway,304 w hubbard st ,River North
Risk 1 (High),60634.0,41.9363463917,-87.7662738608,restaurant,subway,3051 n central ave ,Belmont Cragin
Risk 1 (High),60647.0,41.9172942446,-87.7065452895,restaurant,subway,3129 w armitage ave ,Logan Square
Risk 1 (High),60655.0,41.7063013276,-87.7006346583,restaurant,subway,3154 w 103rd st ,Mount Greenwood
Risk 1 (High),60657.0,41.9394246217,-87.668110733,restaurant,subway,3167 n lincoln ave ,Lake View
Risk 2 (Medium),60654.0,41.8879624081,-87.6293957639,restaurant,subway,317 n dearborn st ,River North
Risk 1 (High),60629.0,41.7788593829,-87.7034046831,restaurant,subway,3205 w 63rd st ,Chicago Lawn
Risk 1 (High),60632.0,41.8067086341,-87.7042467797,restaurant,subway,3207 w 47th pl ,Brighton Park
Risk 1 (High),60618.0,41.9465043896,-87.7092916405,restaurant,subway,3235 w addison st ,Avondale
Risk 1 (High),60647.0,41.9099642851,-87.7100373336,restaurant,subway,3313 w north ave ,Humboldt Park
Risk 1 (High),60641.0,41.941701771,-87.7278906924,restaurant,subway,3329 n milwaukee ave ,Irving Park
Risk 1 (High),60601.0,41.8853900467,-87.6189867116,restaurant,subway,333 e benton pl ,Loop
Risk 1 (High),60618.0,41.9391944665,-87.7114162566,restaurant,subway,3333 w belmont ave ,Avondale
Risk 1 (High),60625.0,41.9758085087,-87.7130264758,restaurant,subway,3346 w foster ave ,North Park
Risk 1 (High),60625.0,41.9685144615,-87.7128846655,restaurant,subway,3348 w lawrence ave ,Albany Park
Risk 1 (High),60606.0,41.8772591923,-87.6350413417,restaurant,subway,335 s franklin st ,Loop
Risk 1 (High),60654.0,41.888741605,-87.6323650496,restaurant,subway,347 n la salle st ,River North
Risk 1 (High),60616.0,41.831261211,-87.6168220728,restaurant,subway,3477 s dr martin luther king jr dr ,Douglas
Risk 1 (High),60609.0,41.8301250664,-87.6657058222,restaurant,subway,3510 s ashland ave ,Mckinley Park
Risk 2 (Medium),60614.0,41.918436692,-87.6385103495,restaurant,subway,352 w armitage ave ,Lincoln Park
Risk 1 (High),60617.0,41.6810538789,-87.5373891402,restaurant,subway,3538 e 118th st ,Hegewisch
Risk 1 (High),60634.0,41.9454869512,-87.7766373253,restaurant,subway,3550 n austin ave ,Dunning
Risk 1 (High),60634.0,41.9455989871,-87.766599243,restaurant,subway,3551 n central ave ,Portage Park
Risk 1 (High),60618.0,41.9468234003,-87.6881126338,restaurant,subway,3601 n western ave ,North Center
Risk 1 (High),60651.0,41.9030457755,-87.7188892999,restaurant,subway,3675 w grand ave ,Humboldt Park
Risk 1 (High),60603.0,41.8809758815,-87.6321904498,restaurant,subway,37 s la salle st ,Loop
Risk 1 (High),60613.0,41.9491477592,-87.6642217849,restaurant,subway,3706 n southport ave ,Lake View
Risk 1 (High),60613.0,41.9509142831,-87.6596768271,restaurant,subway,3776 n clark st ,Wrigleyville
Risk 1 (High),60655.0,41.7060882662,-87.7160771539,restaurant,subway,3800 w 103rd st ,Mount Greenwood
Risk 1 (High),60613.0,41.9516845235,-87.6494741602,restaurant,subway,3815 n broadway ,Lake View
Risk 1 (High),60613.0,41.9518588713,-87.6494791354,restaurant,subway,3821 n broadway ,Lake View
Risk 1 (High),60624.0,41.8808651559,-87.7233759678,restaurant,subway,3900 w madison st ,Garfield Park
Risk 1 (High),60632.0,41.8226567203,-87.6900451165,restaurant,subway,3905 s archer ave ,Brighton Park
Risk 1 (High),60613.0,41.9542774618,-87.6546860746,restaurant,subway,3952 n sheridan rd ,Wrigleyville
Risk 1 (High),60654.0,41.8891721923,-87.6371099271,restaurant,subway,400 n orleans st ,River North
Risk 1 (High),60605.0,41.8767974408,-87.6332559102,restaurant,subway,400 s financial ,Loop
Risk 1 (High),60605.0,41.8767974408,-87.6332559102,restaurant,subway,400 s financial pl ,Loop
Risk 1 (High),60618.0,41.9549277439,-87.6791278394,restaurant,subway,4019 n lincoln ave ,North Center
Risk 1 (High),60617.0,41.7025766094,-87.5258716971,restaurant,subway,4025 e 106th st ,East Side
Risk 1 (High),60624.0,41.8662652558,-87.7263306016,restaurant,subway,4030 w roosevelt rd ,North Lawndale
Risk 1 (High),60623.0,41.844341884,-87.7260327235,restaurant,subway,4032 w 26th st ,Little Village
Risk 1 (High),60634.0,41.9540244846,-87.7867422891,restaurant,subway,4034 n narragansett ave ,Dunning
Risk 1 (High),60646.0,41.9899653139,-87.7334329426,restaurant,subway,4157 w peterson ave ,"Sauganash,Forest Glen"
Risk 1 (High),60609.0,41.8169845327,-87.6313645581,restaurant,subway,4242 s wentworth ave ,Fuller Park
Risk 1 (High),60641.0,41.9534467723,-87.7355880193,restaurant,subway,4303 w irving park rd ,Irving Park
Risk 1 (High),60609.0,41.815329858,-87.6652879904,restaurant,subway,4316 s ashland ave ,New City
Risk 1 (High),60639.0,41.9169392924,-87.7359473341,restaurant,subway,4351 w armitage ave ,Hermosa
Risk 2 (Medium),60639.0,41.9169384186,-87.736026549,other,subway,4353 w armitage ave ,Hermosa
Risk 1 (High),60632.0,41.8131010511,-87.7239283229,restaurant,subway,4406 s pulaski rd ,Archer Heights
Risk 1 (High),60639.0,41.9104262859,-87.7374949386,restaurant,subway,4435 w grand ave ,Humboldt Park
Risk 1 (High),60630.0,41.9622348116,-87.7277137182,restaurant,subway,4445 n pulaski rd ,Albany Park
Risk 1 (High),60654.0,41.8906847439,-87.6278849974,restaurant,subway,447 n state st ,River North
Risk 1 (High),60616.0,41.8312998444,-87.6147704034,restaurant,subway,454 e 35th st ,Douglas
Risk 1 (High),60640.0,41.9651958248,-87.6611636406,restaurant,subway,4556 n magnolia ave ,Uptown
Risk 1 (High),60641.0,41.9389974458,-87.7424173672,restaurant,subway,4600 w belmont ave ,Portage Park
Risk 1 (High),60609.0,41.8100637121,-87.6751285335,restaurant,subway,4606 a s damen ,New City
Risk 1 (High),60609.0,41.8100637121,-87.6751285335,restaurant,subway,4606 s damen ave ,New City
Risk 1 (High),60639.0,41.9316822665,-87.7435650331,restaurant,subway,4640 w diversey ave ,Belmont Cragin
Risk 1 (High),60632.0,41.8077873934,-87.7038174503,restaurant,subway,4711 s kedzie ave ,Brighton Park
Risk 1 (High),60632.0,41.8065720644,-87.7429770182,restaurant,subway,4735 s cicero ave ,Garfield Ridge
Risk 1 (High),60639.0,41.9241304308,-87.7462374335,restaurant,subway,4759 w fullerton ave ,Belmont Cragin
Risk 1 (High),60625.0,41.9685062578,-87.6883380553,restaurant,subway,4771 n lincoln ave ,Lincoln Square
Risk 1 (High),60644.0,41.8858515589,-87.7455325262,restaurant,subway,4800 w fulton st ,Austin
Risk 1 (High),60625.0,41.9699824386,-87.688802545,restaurant,subway,4845 n western ave ,Lincoln Square
Risk 1 (High),60630.0,41.969433711,-87.761920631,restaurant,subway,4861 n milwaukee ave ,Jefferson Park
Risk 1 (High),60639.0,41.9167469393,-87.7520325691,restaurant,subway,5025 w armitage ave ,Belmont Cragin
Risk 1 (High),60615.0,41.8028641551,-87.6065698089,restaurant,subway,5040 s cottage grove ave ,Grand Boulevard
Risk 1 (High),60640.0,41.9751728982,-87.655123498,restaurant,subway,5062 n sheridan rd ,Uptown
Risk 1 (High),60620.0,41.7508139348,-87.6267110052,restaurant,subway,51 w 79th st ,Chatham
Risk 1 (High),60611.0,41.8914514146,-87.617534555,restaurant,subway,511 n mcclurg ct bldg ,Streeterville
Risk 1 (High),60632.0,41.7995255453,-87.7231959125,restaurant,subway,5131 s pulaski rd ,West Elsdon
Risk 1 (High),60641.0,41.9388142339,-87.7562656222,restaurant,subway,5150 w belmont ave ,Portage Park
Risk 1 (High),60639.0,41.9239949638,-87.7562827625,restaurant,subway,5203 w fullerton ave ,Belmont Cragin
Risk 1 (High),60651.0,41.8948146993,-87.756302159,restaurant,subway,5215 w chicago ave ,Austin
Risk 1 (High),60630.0,41.9765586649,-87.7880028717,restaurant,subway,5232 n nagle ave ,Norwood Park
Risk 1 (High),60630.0,41.9769368877,-87.769074312,restaurant,subway,5316 n milwaukee ave ,Jefferson Park
Risk 1 (High),60625.0,41.9789428266,-87.6925017653,restaurant,subway,5341 n lincoln ave ,Lincoln Square
Risk 1 (High),60611.0,41.8918970758,-87.6240162886,restaurant,subway,535 n michigan ave ,Magnificent Mile
Risk 1 (High),60609.0,41.7962348752,-87.6304049244,restaurant,subway,5401 s wentworth ave ,Fuller Park
Risk 1 (High),60638.0,41.7936327148,-87.8014332721,restaurant,subway,5409 s harlem ave ,Garfield Ridge
Risk 1 (High),60646.0,41.997437913,-87.7642448557,restaurant,subway,5410 w devon ave ,"Sauganash,Forest Glen"
Risk 1 (High),60601.0,41.8843876187,-87.6258688495,restaurant,subway,55 e randolph st ,Loop
Risk 1 (High),60640.0,41.9833127012,-87.668868361,restaurant,subway,5554 n clark st ,Andersonville
Risk 1 (High),60651.0,41.9020222988,-87.7664127693,restaurant,subway,5619 w division st ,Austin
Risk 1 (High),60644.0,41.8656862774,-87.7656698516,restaurant,subway,5630 w roosevelt rd ,Austin
Risk 1 (High),60629.0,41.7865102537,-87.7032084431,restaurant,subway,5853 s kedzie ave ,Gage Park
Risk 1 (High),60638.0,41.7955163944,-87.7629246601,restaurant,subway,5901 s archer ave ,Garfield Ridge
Risk 1 (High),60639.0,41.9310303035,-87.7759031318,restaurant,subway,5959 w diversey ave ,Belmont Cragin
Risk 1 (High),60639.0,41.9093585014,-87.7759865336,restaurant,subway,6016 w north ave ,Galewood
Risk 1 (High),60637.0,41.7849935307,-87.6010221214,restaurant,subway,6031 s ellis ave ,Woodlawn
Risk 1 (High),60605.0,41.8742629457,-87.6261399791,restaurant,subway,604 s wabash ave ,Loop
Risk 1 (High),60636.0,41.7833957997,-87.68390217,restaurant,subway,6044 s western ave ,Chicago Lawn
Risk 1 (High),60659.0,41.9921280138,-87.7099835585,restaurant,subway,6067 n lincoln ave ,North Park
Risk 1 (High),60631.0,41.9916518533,-87.7980969543,restaurant,subway,6072-6074 n northwest hwy ,Norwood Park
Risk 1 (High),60661.0,41.8855944927,-87.6434624583,restaurant,subway,615 w lake st ,West Loop
Risk 3 (Low),60604.0,41.8783719806,-87.6253732802,other,subway,62 e jackson blvd ,Loop
Risk 2 (Medium),60636.0,41.7803488007,-87.66438884,other,subway,6230 s ashland ave ,Englewood
Risk 1 (High),60621.0,,,restaurant,subway,6237 s halsted pkwy ,other
Risk 1 (High),60646.0,41.9964471776,-87.7872072309,restaurant,subway,6352 n milwaukee ave ,Norwood Park
Risk 1 (High),60646.0,41.9977093396,-87.7635007526,restaurant,subway,6411 n central ave ,"Sauganash,Forest Glen"
Risk 1 (High),60629.0,41.7752865557,-87.7228192824,restaurant,subway,6450 s pulaski rd ,West Lawn
Risk 1 (High),60638.0,41.7777511034,-87.78356604,restaurant,subway,6456 w 63rd st ,Clearing
Risk 3 (Low),60707.0,41.9308473337,-87.7880704559,other,subway,6465 w diversey ave ,Belmont Cragin
Risk 1 (High),60626.0,42.0015569068,-87.6716523182,restaurant,subway,6555 n clark st ,Rogers Park
Risk 1 (High),60602.0,41.8833319786,-87.6254588275,restaurant,subway,66 e washington st ,Loop
Risk 1 (High),60707.0,41.9091879513,-87.7909108528,restaurant,subway,6620 w north ave ,Galewood
Risk 3 (Low),60631.0,42.0025814331,-87.8160703608,other,subway,6694 n northwest hwy ,Edison Park
Risk 1 (High),60649.0,41.7727251535,-87.5864424364,restaurant,subway,6718 s stony island ave ,South Shore
Risk 1 (High),60602.0,41.8831004792,-87.6301472293,restaurant,subway,69 w washington st ,Loop
Risk 1 (High),60636.0,41.7678933171,-87.6640189683,restaurant,subway,6920 s ashland ave ,Englewood
Risk 2 (Medium),60611.0,41.8949795111,-87.6243999705,restaurant,subway,700 n michigan ave ,Magnificent Mile
Risk 1 (High),60626.0,42.0091330244,-87.6738463825,restaurant,subway,7003 n clark st ,Rogers Park
Risk 2 (Medium),60636.0,41.7646089122,-87.6833870533,restaurant,subway,7100 s western ave ,Chicago Lawn
Risk 1 (High),60631.0,42.0114195746,-87.8067882799,restaurant,subway,7150 n harlem ave ,Edison Park
Risk 1 (High),60634.0,41.9526508276,-87.8078247765,restaurant,subway,7213 w irving park rd ,Dunning
Risk 1 (High),60619.0,41.7367397834,-87.606193231,restaurant,subway,726 e 87th st ,Chatham
Risk 1 (High),60649.0,41.7606323833,-87.5863326622,restaurant,subway,7358 s stony island ave ,South Shore
Risk 1 (High),60653.0,41.8094158388,-87.6069928987,restaurant,subway,749 e 47th st ,Grand Boulevard
Risk 1 (High),60607.0,41.8720040188,-87.6471732294,restaurant,subway,750 s halsted st ,"Little Italy, UIC"
Risk 1 (High),60652.0,41.7546601244,-87.7413847586,restaurant,subway,7601 s cicero ave ,West Lawn
Risk 1 (High),60642.0,41.8957962445,-87.6549535956,restaurant,subway,780 n milwaukee ave ,West Town
Risk 1 (High),60619.0,41.7515448576,-87.6053595772,restaurant,subway,7852 s cottage grove ave ,Grand Crossing
Risk 1 (High),60617.0,41.7516381735,-87.5660849641,restaurant,subway,7901 s yates blvd ,South Chicago
Risk 1 (High),60652.0,41.7481155457,-87.7411576501,restaurant,subway,7949 s cicero ave ,Ashburn
Risk 1 (High),60654.0,41.8925742181,-87.6284255843,restaurant,subway,8 w ohio st ,River North
Risk 1 (High),60651.0,41.8956153135,-87.7067053251,restaurant,subway,800 n kedzie ave ,Humboldt Park
Risk 1 (High),60620.0,41.7361777076,-87.6440663487,restaurant,subway,808 w 87th st ,Auburn Gresham
Risk 1 (High),60652.0,41.7444721654,-87.7216021308,restaurant,subway,8145 s pulaski rd ,Ashburn
Risk 1 (High),60610.0,41.8972688397,-87.6283623459,restaurant,subway,816 n state st ,Rush & Division
Risk 1 (High),60612.0,41.8706747989,-87.6738896846,restaurant,subway,828 s wolcott ave ,"Little Italy, UIC"
Risk 1 (High),60652.0,41.7364685281,-87.7021928407,restaurant,subway,8614 s kedzie ave ,Ashburn
Risk 1 (High),60617.0,41.7372615289,-87.5755756068,restaurant,subway,8655 s jeffery blvd ,Avalon Park
Risk 1 (High),60620.0,41.7354087026,-87.6629096842,restaurant,subway,8711 s ashland ave ,Auburn Gresham
Risk 1 (High),60657.0,41.9398373864,-87.6516655522,restaurant,subway,901 w belmont ave ,Lake View
Risk 1 (High),60613.0,41.9471404539,-87.65393422,restaurant,subway,951-53 w addison st ,Lake View
Risk 1 (High),60628.0,41.7208760487,-87.6433459203,restaurant,subway,9518 s halsted st ,Washington Heights
Risk 1 (High),60614.0,41.9216337111,-87.6531722194,restaurant,subway,953 w webster ave ,Lincoln Park
Risk 1 (High),60640.0,41.9626484951,-87.6558766053,restaurant,subway  #38326,4436 n broadway ,Uptown
